date,total_sales,year,month,day,dayofweek,is_weekend,sales_yesterday,sales_last_week
2016-02-13,859023.0269945,2016,2,13,5,1,698152.0698755,941954.07605
2016-02-14,940214.498527,2016,2,14,6,1,859023.0269945,697791.630994
2016-02-15,746671.290005,2016,2,15,0,0,940214.498527,636542.677274
2016-02-16,719111.88609,2016,2,16,1,0,746671.290005,746939.64016
2016-02-17,723794.722013,2016,2,17,2,0,719111.88609,790988.713851
2016-02-18,570072.678149,2016,2,18,3,0,723794.722013,646376.371075
2016-02-19,672510.133621,2016,2,19,4,0,570072.678149,698152.0698755
2016-02-20,883790.2212395,2016,2,20,5,1,672510.133621,859023.0269945
2016-02-21,991384.2700283,2016,2,21,6,1,883790.2212395,940214.498527
2016-02-22,698907.63622,2016,2,22,0,0,991384.2700283,746671.290005
2016-02-23,641329.0610941,2016,2,23,1,0,698907.63622,719111.88609
2016-02-24,675573.377814,2016,2,24,2,0,641329.0610941,723794.722013
2016-02-25,557959.327812,2016,2,25,3,0,675573.377814,570072.678149
2016-02-26,641922.8016649,2016,2,26,4,0,557959.327812,672510.133621
2016-02-27,916704.0687289999,2016,2,27,5,1,641922.8016649,883790.2212395
2016-02-28,994502.727301,2016,2,28,6,1,916704.0687289999,991384.2700283
2016-02-29,726619.7578255,2016,2,29,0,0,994502.727301,698907.63622
2016-03-01,897927.643296,2016,3,1,1,0,726619.7578255,641329.0610941
2016-03-02,878452.364907,2016,3,2,2,0,897927.643296,675573.377814
2016-03-03,671564.7523075,2016,3,3,3,0,878452.364907,557959.327812
2016-03-04,747546.7958183,2016,3,4,4,0,671564.7523075,641922.8016649
2016-03-05,1028620.677053,2016,3,5,5,1,747546.7958183,916704.0687289999
2016-03-06,1078958.5091855,2016,3,6,6,1,1028620.677053,994502.727301
2016-03-07,738126.524119,2016,3,7,0,0,1078958.5091855,726619.7578255
2016-03-08,642291.3448895,2016,3,8,1,0,738126.524119,897927.643296
2016-03-09,694645.8489091,2016,3,9,2,0,642291.3448895,878452.364907
2016-03-10,572491.856825,2016,3,10,3,0,694645.8489091,671564.7523075
2016-03-11,664893.5129268001,2016,3,11,4,0,572491.856825,747546.7958183
2016-03-12,898101.109871,2016,3,12,5,1,664893.5129268001,1028620.677053
2016-03-13,954980.3301475,2016,3,13,6,1,898101.109871,1078958.5091855
2016-03-14,668066.393105,2016,3,14,0,0,954980.3301475,738126.524119
2016-03-15,668186.702459,2016,3,15,1,0,668066.393105,642291.3448895
2016-03-16,739805.377693,2016,3,16,2,0,668186.702459,694645.8489091
2016-03-17,580452.5319757,2016,3,17,3,0,739805.377693,572491.856825
2016-03-18,666756.8191527,2016,3,18,4,0,580452.5319757,664893.5129268001
2016-03-19,895038.512068,2016,3,19,5,1,666756.8191527,898101.109871
2016-03-20,929605.582019,2016,3,20,6,1,895038.512068,954980.3301475
2016-03-21,690469.800941,2016,3,21,0,0,929605.582019,668066.393105
2016-03-22,622695.8369947,2016,3,22,1,0,690469.800941,668186.702459
2016-03-23,714881.17408,2016,3,23,2,0,622695.8369947,739805.377693
2016-03-24,660489.8450025,2016,3,24,3,0,714881.17408,580452.5319757
2016-03-25,633524.200062,2016,3,25,4,0,660489.8450025,666756.8191527
2016-03-26,800133.5174955,2016,3,26,5,1,633524.200062,895038.512068
2016-03-27,833336.064862,2016,3,27,6,1,800133.5174955,929605.582019
2016-03-28,661057.8656583,2016,3,28,0,0,833336.064862,690469.800941
2016-03-29,621166.0630926,2016,3,29,1,0,661057.8656583,622695.8369947
2016-03-30,660138.988943,2016,3,30,2,0,621166.0630926,714881.17408
2016-03-31,617374.3379607,2016,3,31,3,0,660138.988943,660489.8450025
2016-04-01,872467.3200749999,2016,4,1,4,0,617374.3379607,633524.200062
2016-04-02,1150824.580929,2016,4,2,5,1,872467.3200749999,800133.5174955
2016-04-03,1266908.291001,2016,4,3,6,1,1150824.580929,833336.064862
2016-04-04,795237.1920634999,2016,4,4,0,0,1266908.291001,661057.8656583
2016-04-05,725750.101045,2016,4,5,1,0,795237.1920634999,621166.0630926
2016-04-06,744784.8430795,2016,4,6,2,0,725750.101045,660138.988943
2016-04-07,587939.720177,2016,4,7,3,0,744784.8430795,617374.3379607
2016-04-08,689727.1961377,2016,4,8,4,0,587939.720177,872467.3200749999
2016-04-09,927981.389244,2016,4,9,5,1,689727.1961377,1150824.580929
2016-04-10,1008876.737901,2016,4,10,6,1,927981.389244,1266908.291001
2016-04-11,665348.963943,2016,4,11,0,0,1008876.737901,795237.1920634999
2016-04-12,651657.0342615,2016,4,12,1,0,665348.963943,725750.101045
2016-04-13,672611.48105,2016,4,13,2,0,651657.0342615,744784.8430795
2016-04-14,546785.2089455,2016,4,14,3,0,672611.48105,587939.720177
2016-04-15,667606.299867,2016,4,15,4,0,546785.2089455,689727.1961377
2016-04-16,862121.492036,2016,4,16,5,1,667606.299867,927981.389244
2016-04-17,1271833.739255,2016,4,17,6,1,862121.492036,1008876.737901
2016-04-18,1345920.6048929,2016,4,18,0,0,1271833.739255,665348.963943
2016-04-19,1152089.208085,2016,4,19,1,0,1345920.6048929,651657.0342615
2016-04-20,1062426.2900389,2016,4,20,2,0,1152089.208085,672611.48105
2016-04-21,1001079.779168,2016,4,21,3,0,1062426.2900389,546785.2089455
2016-04-22,857059.24399,2016,4,22,4,0,1001079.779168,667606.299867
2016-04-23,1022143.1346499,2016,4,23,5,1,857059.24399,862121.492036
2016-04-24,1039369.932014,2016,4,24,6,1,1022143.1346499,1271833.739255
2016-04-25,680000.753839,2016,4,25,0,0,1039369.932014,1345920.6048929
2016-04-26,704799.4182328,2016,4,26,1,0,680000.753839,1152089.208085
2016-04-27,670288.098041,2016,4,27,2,0,704799.4182328,1062426.2900389
2016-04-28,543339.849013,2016,4,28,3,0,670288.098041,1001079.779168
2016-04-29,708711.428894,2016,4,29,4,0,543339.849013,857059.24399
2016-04-30,1067335.770093,2016,4,30,5,1,708711.428894,1022143.1346499
2016-05-01,1270121.20756,2016,5,1,6,1,1067335.770093,1039369.932014
2016-05-02,973985.670432,2016,5,2,0,0,1270121.20756,680000.753839
2016-05-03,792205.5501393,2016,5,3,1,0,973985.670432,704799.4182328
2016-05-04,798654.4540987,2016,5,4,2,0,792205.5501393,670288.098041
2016-05-05,648701.6029645,2016,5,5,3,0,798654.4540987,543339.849013
2016-05-06,761422.5161262,2016,5,6,4,0,648701.6029645,708711.428894
2016-05-07,1071192.776983,2016,5,7,5,1,761422.5161262,1067335.770093
2016-05-08,820824.6380683,2016,5,8,6,1,1071192.776983,1270121.20756
2016-05-09,771767.6541339,2016,5,9,0,0,820824.6380683,973985.670432
2016-05-10,693010.486981,2016,5,10,1,0,771767.6541339,792205.5501393
2016-05-11,727543.4630335,2016,5,11,2,0,693010.486981,798654.4540987
2016-05-12,603394.2070997,2016,5,12,3,0,727543.4630335,648701.6029645
2016-05-13,666833.8999414,2016,5,13,4,0,603394.2070997,761422.5161262
2016-05-14,932869.5212631,2016,5,14,5,1,666833.8999414,1071192.776983
2016-05-15,1070331.66738,2016,5,15,6,1,932869.5212631,820824.6380683
2016-05-16,748112.686851,2016,5,16,0,0,1070331.66738,771767.6541339
2016-05-17,661930.83884,2016,5,17,1,0,748112.686851,693010.486981
2016-05-18,671232.9593407,2016,5,18,2,0,661930.83884,727543.4630335
2016-05-19,581470.5602065,2016,5,19,3,0,671232.9593407,603394.2070997
2016-05-20,706024.0579254,2016,5,20,4,0,581470.5602065,666833.8999414
2016-05-21,910757.16309,2016,5,21,5,1,706024.0579254,932869.5212631
2016-05-22,1030671.62292,2016,5,22,6,1,910757.16309,1070331.66738
2016-05-23,695004.681298,2016,5,23,0,0,1030671.62292,748112.686851
2016-05-24,606377.2052165,2016,5,24,1,0,695004.681298,661930.83884
2016-05-25,637512.038734,2016,5,25,2,0,606377.2052165,671232.9593407
2016-05-26,571968.623123,2016,5,26,3,0,637512.038734,581470.5602065
2016-05-27,852689.219312,2016,5,27,4,0,571968.623123,706024.0579254
2016-05-28,816187.2200643,2016,5,28,5,1,852689.219312,910757.16309
2016-05-29,959853.658039,2016,5,29,6,1,816187.2200643,1030671.62292
2016-05-30,752452.419172,2016,5,30,0,0,959853.658039,695004.681298
2016-05-31,974327.9898907,2016,5,31,1,0,752452.419172,606377.2052165
2016-06-01,811525.320315,2016,6,1,2,0,974327.9898907,637512.038734
2016-06-02,694535.9356793,2016,6,2,3,0,811525.320315,571968.623123
2016-06-03,742363.085208,2016,6,3,4,0,694535.9356793,852689.219312
2016-06-04,1011996.61607,2016,6,4,5,1,742363.085208,816187.2200643
2016-06-05,1123734.4361,2016,6,5,6,1,1011996.61607,959853.658039
2016-06-06,729894.222866,2016,6,6,0,0,1123734.4361,752452.419172
2016-06-07,658714.653306,2016,6,7,1,0,729894.222866,974327.9898907
2016-06-08,696747.5498651,2016,6,8,2,0,658714.653306,811525.320315
2016-06-09,547139.6129411,2016,6,9,3,0,696747.5498651,694535.9356793
2016-06-10,637354.31962,2016,6,10,4,0,547139.6129411,742363.085208
2016-06-11,845838.2061645,2016,6,11,5,1,637354.31962,1011996.61607
2016-06-12,947479.764963,2016,6,12,6,1,845838.2061645,1123734.4361
2016-06-13,685382.193062,2016,6,13,0,0,947479.764963,729894.222866
2016-06-14,622267.7731045,2016,6,14,1,0,685382.193062,658714.653306
2016-06-15,708327.6370845,2016,6,15,2,0,622267.7731045,696747.5498651
2016-06-16,620526.243001,2016,6,16,3,0,708327.6370845,547139.6129411
2016-06-17,737897.438279,2016,6,17,4,0,620526.243001,637354.31962
2016-06-18,972971.109711,2016,6,18,5,1,737897.438279,845838.2061645
2016-06-19,837363.023871,2016,6,19,6,1,972971.109711,947479.764963
2016-06-20,735754.3648971,2016,6,20,0,0,837363.023871,685382.193062
2016-06-21,679248.0220203,2016,6,21,1,0,735754.3648971,622267.7731045
2016-06-22,677730.6512057,2016,6,22,2,0,679248.0220203,708327.6370845
2016-06-23,559653.337429,2016,6,23,3,0,677730.6512057,620526.243001
2016-06-24,641812.675912,2016,6,24,4,0,559653.337429,737897.438279
2016-06-25,860296.8349625,2016,6,25,5,1,641812.675912,972971.109711
2016-06-26,954344.666933,2016,6,26,6,1,860296.8349625,837363.023871
2016-06-27,684735.608995,2016,6,27,0,0,954344.666933,735754.3648971
2016-06-28,596948.934953,2016,6,28,1,0,684735.608995,679248.0220203
2016-06-29,632489.476942,2016,6,29,2,0,596948.934953,677730.6512057
2016-06-30,554144.864923,2016,6,30,3,0,632489.476942,559653.337429
2016-07-01,857027.5539605,2016,7,1,4,0,554144.864923,641812.675912
2016-07-02,1078485.141848,2016,7,2,5,1,857027.5539605,860296.8349625
2016-07-03,1126713.707945,2016,7,3,6,1,1078485.141848,954344.666933
2016-07-04,850891.598845,2016,7,4,0,0,1126713.707945,684735.608995
2016-07-05,728011.558041,2016,7,5,1,0,850891.598845,596948.934953
2016-07-06,752110.940641,2016,7,6,2,0,728011.558041,632489.476942
2016-07-07,591702.7820185,2016,7,7,3,0,752110.940641,554144.864923
2016-07-08,688563.400224,2016,7,8,4,0,591702.7820185,857027.5539605
2016-07-09,868259.9708787,2016,7,9,5,1,688563.400224,1078485.141848
2016-07-10,932486.3001359,2016,7,10,6,1,868259.9708787,1126713.707945
2016-07-11,688436.1450485,2016,7,11,0,0,932486.3001359,850891.598845
2016-07-12,627039.780111,2016,7,12,1,0,688436.1450485,728011.558041
2016-07-13,642494.4024465,2016,7,13,2,0,627039.780111,752110.940641
2016-07-14,535124.328126,2016,7,14,3,0,642494.4024465,591702.7820185
2016-07-15,675032.4290353,2016,7,15,4,0,535124.328126,688563.400224
2016-07-16,887192.885063,2016,7,16,5,1,675032.4290353,868259.9708787
2016-07-17,932586.6967328,2016,7,17,6,1,887192.885063,932486.3001359
2016-07-18,702619.751022,2016,7,18,0,0,932586.6967328,688436.1450485
2016-07-19,633176.2922806,2016,7,19,1,0,702619.751022,627039.780111
2016-07-20,686848.847004,2016,7,20,2,0,633176.2922806,642494.4024465
2016-07-21,578823.6890245,2016,7,21,3,0,686848.847004,535124.328126
2016-07-22,646633.655341,2016,7,22,4,0,578823.6890245,675032.4290353
2016-07-23,822292.472006,2016,7,23,5,1,646633.655341,887192.885063
2016-07-24,847867.677942,2016,7,24,6,1,822292.472006,932586.6967328
2016-07-25,697383.602092,2016,7,25,0,0,847867.677942,702619.751022
2016-07-26,622771.923903,2016,7,26,1,0,697383.602092,633176.2922806
2016-07-27,651121.9849837,2016,7,27,2,0,622771.923903,686848.847004
2016-07-28,533256.2493581,2016,7,28,3,0,651121.9849837,578823.6890245
2016-07-29,669585.8378729,2016,7,29,4,0,533256.2493581,646633.655341
2016-07-30,910213.871959,2016,7,30,5,1,669585.8378729,822292.472006
2016-07-31,997916.9572141,2016,7,31,6,1,910213.871959,847867.677942
2016-08-01,895580.405053,2016,8,1,0,0,997916.9572141,697383.602092
2016-08-02,777592.8388893,2016,8,2,1,0,895580.405053,622771.923903
2016-08-03,779844.8100532,2016,8,3,2,0,777592.8388893,651121.9849837
2016-08-04,622883.098161,2016,8,4,3,0,779844.8100532,533256.2493581
2016-08-05,704092.7391311,2016,8,5,4,0,622883.098161,669585.8378729
2016-08-06,858903.2119025,2016,8,6,5,1,704092.7391311,910213.871959
2016-08-07,904321.436838,2016,8,7,6,1,858903.2119025,997916.9572141
2016-08-08,715195.5388238,2016,8,8,0,0,904321.436838,895580.405053
2016-08-09,635538.981035,2016,8,9,1,0,715195.5388238,777592.8388893
2016-08-10,658457.436112,2016,8,10,2,0,635538.981035,779844.8100532
2016-08-11,596729.279945,2016,8,11,3,0,658457.436112,622883.098161
2016-08-12,745662.5051491,2016,8,12,4,0,596729.279945,704092.7391311
2016-08-13,714905.9190669,2016,8,13,5,1,745662.5051491,858903.2119025
2016-08-14,761826.1289779,2016,8,14,6,1,714905.9190669,904321.436838
2016-08-15,720032.299881,2016,8,15,0,0,761826.1289779,715195.5388238
2016-08-16,718671.651353,2016,8,16,1,0,720032.299881,635538.981035
2016-08-17,725945.703034,2016,8,17,2,0,718671.651353,658457.436112
2016-08-18,577350.5209386,2016,8,18,3,0,725945.703034,596729.279945
2016-08-19,678767.115815,2016,8,19,4,0,577350.5209386,745662.5051491
2016-08-20,828986.33584,2016,8,20,5,1,678767.115815,714905.9190669
2016-08-21,901870.149939,2016,8,21,6,1,828986.33584,761826.1289779
2016-08-22,714866.233843,2016,8,22,0,0,901870.149939,720032.299881
2016-08-23,660819.9779755,2016,8,23,1,0,714866.233843,718671.651353
2016-08-24,674613.0479498,2016,8,24,2,0,660819.9779755,725945.703034
2016-08-25,554421.529139,2016,8,25,3,0,674613.0479498,577350.5209386
2016-08-26,646698.272887,2016,8,26,4,0,554421.529139,678767.115815
2016-08-27,791047.534486,2016,8,27,5,1,646698.272887,828986.33584
2016-08-28,858802.419759,2016,8,28,6,1,791047.534486,901870.149939
2016-08-29,671845.736816,2016,8,29,0,0,858802.419759,714866.233843
2016-08-30,624711.335056,2016,8,30,1,0,671845.736816,660819.9779755
2016-08-31,731430.1240452,2016,8,31,2,0,624711.335056,674613.0479498
2016-09-01,718105.570925,2016,9,1,3,0,731430.1240452,554421.529139
2016-09-02,837129.587642,2016,9,2,4,0,718105.570925,646698.272887
2016-09-03,1057581.210918,2016,9,3,5,1,837129.587642,791047.534486
2016-09-04,1109985.857533,2016,9,4,6,1,1057581.210918,858802.419759
2016-09-05,813763.2950235,2016,9,5,0,0,1109985.857533,671845.736816
2016-09-06,751583.025072,2016,9,6,1,0,813763.2950235,624711.335056
2016-09-07,738543.916999,2016,9,7,2,0,751583.025072,731430.1240452
2016-09-08,595849.2986095,2016,9,8,3,0,738543.916999,718105.570925
2016-09-09,658969.026968,2016,9,9,4,0,595849.2986095,837129.587642
2016-09-10,915938.559049,2016,9,10,5,1,658969.026968,1057581.210918
2016-09-11,1017369.2242663,2016,9,11,6,1,915938.559049,1109985.857533
2016-09-12,678776.4591265,2016,9,12,0,0,1017369.2242663,813763.2950235
2016-09-13,603427.946974,2016,9,13,1,0,678776.4591265,751583.025072
2016-09-14,624262.071976,2016,9,14,2,0,603427.946974,738543.916999
2016-09-15,568324.812986,2016,9,15,3,0,624262.071976,595849.2986095
2016-09-16,691912.601466,2016,9,16,4,0,568324.812986,658969.026968
2016-09-17,899219.297508,2016,9,17,5,1,691912.601466,915938.559049
2016-09-18,1018662.657394,2016,9,18,6,1,899219.297508,1017369.2242663
2016-09-19,681159.341976,2016,9,19,0,0,1018662.657394,678776.4591265
2016-09-20,650980.3219717001,2016,9,20,1,0,681159.341976,603427.946974
2016-09-21,666928.400013,2016,9,21,2,0,650980.3219717001,624262.071976
2016-09-22,533276.332017,2016,9,22,3,0,666928.400013,568324.812986
2016-09-23,663685.9846653,2016,9,23,4,0,533276.332017,691912.601466
2016-09-24,861830.389997,2016,9,24,5,1,663685.9846653,899219.297508
2016-09-25,952352.5509251,2016,9,25,6,1,861830.389997,1018662.657394
2016-09-26,664217.4402937,2016,9,26,0,0,952352.5509251,681159.341976
2016-09-27,587908.3278165,2016,9,27,1,0,664217.4402937,650980.3219717001
2016-09-28,631761.1750463,2016,9,28,2,0,587908.3278165,666928.400013
2016-09-29,520744.9210333,2016,9,29,3,0,631761.1750463,533276.332017
2016-09-30,703198.490806,2016,9,30,4,0,520744.9210333,663685.9846653
2016-10-01,1175033.65823,2016,10,1,5,1,703198.490806,861830.389997
2016-10-02,1256480.1709663,2016,10,2,6,1,1175033.65823,952352.5509251
2016-10-03,833060.55889,2016,10,3,0,0,1256480.1709663,664217.4402937
2016-10-04,724113.096039,2016,10,4,1,0,833060.55889,587908.3278165
2016-10-05,749712.3000211,2016,10,5,2,0,724113.096039,631761.1750463
2016-10-06,581429.340158,2016,10,6,3,0,749712.3000211,520744.9210333
2016-10-07,797612.239327,2016,10,7,4,0,581429.340158,703198.490806
2016-10-08,932551.706831,2016,10,8,5,1,797612.239327,1175033.65823
2016-10-09,1088251.479908,2016,10,9,6,1,932551.706831,1256480.1709663
2016-10-10,725312.8469015,2016,10,10,0,0,1088251.479908,833060.55889
2016-10-11,625271.993952,2016,10,11,1,0,725312.8469015,724113.096039
2016-10-12,665126.077693,2016,10,12,2,0,625271.993952,749712.3000211
2016-10-13,558859.8909975,2016,10,13,3,0,665126.077693,581429.340158
2016-10-14,667954.207226,2016,10,14,4,0,558859.8909975,797612.239327
2016-10-15,890613.591114,2016,10,15,5,1,667954.207226,932551.706831
2016-10-16,1104504.6882152,2016,10,16,6,1,890613.591114,1088251.479908
2016-10-17,710456.4240015,2016,10,17,0,0,1104504.6882152,725312.8469015
2016-10-18,630638.592023,2016,10,18,1,0,710456.4240015,625271.993952
2016-10-19,647823.468973,2016,10,19,2,0,630638.592023,665126.077693
2016-10-20,583001.280078,2016,10,20,3,0,647823.468973,558859.8909975
2016-10-21,669453.5420583,2016,10,21,4,0,583001.280078,667954.207226
2016-10-22,843626.415914,2016,10,22,5,1,669453.5420583,890613.591114
2016-10-23,1022953.689959,2016,10,23,6,1,843626.415914,1104504.6882152
2016-10-24,668507.6451983,2016,10,24,0,0,1022953.689959,710456.4240015
2016-10-25,610590.8979547,2016,10,25,1,0,668507.6451983,630638.592023
2016-10-26,633413.8905697,2016,10,26,2,0,610590.8979547,647823.468973
2016-10-27,544361.4798829,2016,10,27,3,0,633413.8905697,583001.280078
2016-10-28,638838.252231,2016,10,28,4,0,544361.4798829,669453.5420583
2016-10-29,841074.6969995,2016,10,29,5,1,638838.252231,843626.415914
2016-10-30,954838.191008,2016,10,30,6,1,841074.6969995,1022953.689959
2016-10-31,654923.5029715,2016,10,31,0,0,954838.191008,668507.6451983
2016-11-01,811832.445984,2016,11,1,1,0,654923.5029715,610590.8979547
2016-11-02,969033.618953,2016,11,2,2,0,811832.445984,633413.8905697
2016-11-03,793811.6841115,2016,11,3,3,0,969033.618953,544361.4798829
2016-11-04,858468.216477,2016,11,4,4,0,793811.6841115,638838.252231
2016-11-05,887751.298669,2016,11,5,5,1,858468.216477,841074.6969995
2016-11-06,1140367.104134,2016,11,6,6,1,887751.298669,954838.191008
2016-11-07,849451.0429045,2016,11,7,0,0,1140367.104134,654923.5029715
2016-11-08,767439.628434,2016,11,8,1,0,849451.0429045,811832.445984
2016-11-09,790276.839009,2016,11,9,2,0,767439.628434,969033.618953
2016-11-10,588241.7590247,2016,11,10,3,0,790276.839009,793811.6841115
2016-11-11,713396.4541223,2016,11,11,4,0,588241.7590247,858468.216477
2016-11-12,929802.771943,2016,11,12,5,1,713396.4541223,887751.298669
2016-11-13,1188982.232398,2016,11,13,6,1,929802.771943,1140367.104134
2016-11-14,735723.172977,2016,11,14,0,0,1188982.232398,849451.0429045
2016-11-15,691801.6290437999,2016,11,15,1,0,735723.172977,767439.628434
2016-11-16,830431.7415873,2016,11,16,2,0,691801.6290437999,790276.839009
2016-11-17,615228.2560159,2016,11,17,3,0,830431.7415873,588241.7590247
2016-11-18,738265.552222,2016,11,18,4,0,615228.2560159,713396.4541223
2016-11-19,935656.0010137,2016,11,19,5,1,738265.552222,929802.771943
2016-11-20,1125178.987911,2016,11,20,6,1,935656.0010137,1188982.232398
2016-11-21,773762.280859,2016,11,21,0,0,1125178.987911,735723.172977
2016-11-22,690281.251004,2016,11,22,1,0,773762.280859,691801.6290437999
2016-11-23,753685.041456,2016,11,23,2,0,690281.251004,830431.7415873
2016-11-24,595457.3062203,2016,11,24,3,0,753685.041456,615228.2560159
2016-11-25,737819.484836,2016,11,25,4,0,595457.3062203,738265.552222
2016-11-26,908066.823384,2016,11,26,5,1,737819.484836,935656.0010137
2016-11-27,1056721.5920875,2016,11,27,6,1,908066.823384,1125178.987911
2016-11-28,752583.7680527,2016,11,28,0,0,1056721.5920875,773762.280859
2016-11-29,645760.5082353,2016,11,29,1,0,752583.7680527,690281.251004
2016-11-30,767361.704324,2016,11,30,2,0,645760.5082353,753685.041456
2016-12-01,843603.315088,2016,12,1,3,0,767361.704324,595457.3062203
2016-12-02,853454.930795,2016,12,2,4,0,843603.315088,737819.484836
2016-12-03,1113440.567059,2016,12,3,5,1,853454.930795,908066.823384
2016-12-04,1276195.0362097,2016,12,4,6,1,1113440.567059,1056721.5920875
2016-12-05,896824.938971,2016,12,5,0,0,1276195.0362097,752583.7680527
2016-12-06,932546.385931,2016,12,6,1,0,896824.938971,645760.5082353
2016-12-07,867653.7351403,2016,12,7,2,0,932546.385931,767361.704324
2016-12-08,674077.382905,2016,12,8,3,0,867653.7351403,843603.315088
2016-12-09,774941.923982,2016,12,9,4,0,674077.382905,853454.930795
2016-12-10,920050.745917,2016,12,10,5,1,774941.923982,1113440.567059
2016-12-11,1119324.243986,2016,12,11,6,1,920050.745917,1276195.0362097
2016-12-12,844251.703802,2016,12,12,0,0,1119324.243986,896824.938971
2016-12-13,747161.615593,2016,12,13,1,0,844251.703802,932546.385931
2016-12-14,829763.2190675,2016,12,14,2,0,747161.615593,867653.7351403
2016-12-15,747641.1828753001,2016,12,15,3,0,829763.2190675,674077.382905
2016-12-16,918899.786306,2016,12,16,4,0,747641.1828753001,774941.923982
2016-12-17,1071655.6282493,2016,12,17,5,1,918899.786306,920050.745917
2016-12-18,1260471.9085900001,2016,12,18,6,1,1071655.6282493,1119324.243986
2016-12-19,1028242.8227987,2016,12,19,0,0,1260471.9085900001,844251.703802
2016-12-20,1080402.388032,2016,12,20,1,0,1028242.8227987,747161.615593
2016-12-21,1181307.3270735,2016,12,21,2,0,1080402.388032,829763.2190675
2016-12-22,1135849.391084,2016,12,22,3,0,1181307.3270735,747641.1828753001
2016-12-23,1282145.5171351,2016,12,23,4,0,1135849.391084,918899.786306
2016-12-24,1246837.8430543,2016,12,24,5,1,1282145.5171351,1071655.6282493
2016-12-26,1032770.748898,2016,12,26,0,0,1246837.8430543,1260471.9085900001
2016-12-27,842475.490118,2016,12,27,1,0,1032770.748898,1028242.8227987
2016-12-28,951533.7138481,2016,12,28,2,0,842475.490118,1080402.388032
2016-12-29,894108.236835,2016,12,29,3,0,951533.7138481,1181307.3270735
2016-12-30,1163643.0379923,2016,12,30,4,0,894108.236835,1135849.391084
2016-12-31,1109012.812049,2016,12,31,5,1,1163643.0379923,1282145.5171351
2017-01-01,12082.500997,2017,1,1,6,1,1109012.812049,1246837.8430543
2017-01-02,1402306.370834,2017,1,2,0,0,12082.500997,1032770.748898
2017-01-03,1104377.0798245,2017,1,3,1,0,1402306.370834,842475.490118
2017-01-04,990093.463742,2017,1,4,2,0,1104377.0798245,951533.7138481
2017-01-05,777620.9540695,2017,1,5,3,0,990093.463742,894108.236835
2017-01-06,839600.237989,2017,1,6,4,0,777620.9540695,1163643.0379923
2017-01-07,1103806.298949,2017,1,7,5,1,839600.237989,1109012.812049
2017-01-08,1192543.750978,2017,1,8,6,1,1103806.298949,12082.500997
2017-01-09,793724.8969065,2017,1,9,0,0,1192543.750978,1402306.370834
2017-01-10,742635.5692609,2017,1,10,1,0,793724.8969065,1104377.0798245
2017-01-11,770742.690065,2017,1,11,2,0,742635.5692609,990093.463742
2017-01-12,629635.794004,2017,1,12,3,0,770742.690065,777620.9540695
2017-01-13,768898.9443882,2017,1,13,4,0,629635.794004,839600.237989
2017-01-14,1021050.536226,2017,1,14,5,1,768898.9443882,1103806.298949
2017-01-15,1175725.165838,2017,1,15,6,1,1021050.536226,1192543.750978
2017-01-16,824488.666175,2017,1,16,0,0,1175725.165838,793724.8969065
2017-01-17,750836.542952,2017,1,17,1,0,824488.666175,742635.5692609
2017-01-18,782656.0246723,2017,1,18,2,0,750836.542952,770742.690065
2017-01-19,606949.7448793,2017,1,19,3,0,782656.0246723,629635.794004
2017-01-20,725703.6910875,2017,1,20,4,0,606949.7448793,768898.9443882
2017-01-21,1072721.724905,2017,1,21,5,1,725703.6910875,1021050.536226
2017-01-22,1148214.358454,2017,1,22,6,1,1072721.724905,1175725.165838
2017-01-23,798133.612125,2017,1,23,0,0,1148214.358454,824488.666175
2017-01-24,721275.774781,2017,1,24,1,0,798133.612125,750836.542952
2017-01-25,744342.5929227,2017,1,25,2,0,721275.774781,782656.0246723
2017-01-26,576515.5369877,2017,1,26,3,0,744342.5929227,606949.7448793
2017-01-27,722113.958837,2017,1,27,4,0,576515.5369877,725703.6910875
2017-01-28,977850.40585,2017,1,28,5,1,722113.958837,1072721.724905
2017-01-29,1075166.993043,2017,1,29,6,1,977850.40585,1148214.358454
2017-01-30,698123.768037,2017,1,30,0,0,1075166.993043,798133.612125
2017-01-31,778222.285925,2017,1,31,1,0,698123.768037,721275.774781
2017-02-01,961777.382874,2017,2,1,2,0,778222.285925,744342.5929227
2017-02-02,748882.732615,2017,2,2,3,0,961777.382874,576515.5369877
2017-02-03,834667.1519293,2017,2,3,4,0,748882.732615,722113.958837
2017-02-04,1132788.541413,2017,2,4,5,1,834667.1519293,977850.40585
2017-02-05,1151987.631095,2017,2,5,6,1,1132788.541413,1075166.993043
2017-02-06,786672.394181,2017,2,6,0,0,1151987.631095,698123.768037
2017-02-07,739431.213302,2017,2,7,1,0,786672.394181,778222.285925
2017-02-08,783605.377185,2017,2,8,2,0,739431.213302,961777.382874
2017-02-09,624387.487899,2017,2,9,3,0,783605.377185,748882.732615
2017-02-10,752207.2398545,2017,2,10,4,0,624387.487899,834667.1519293
2017-02-11,944924.65301,2017,2,11,5,1,752207.2398545,1132788.541413
2017-02-12,1074820.900014,2017,2,12,6,1,944924.65301,1151987.631095
2017-02-13,794314.4320675,2017,2,13,0,0,1074820.900014,786672.394181
2017-02-14,642613.187069,2017,2,14,1,0,794314.4320675,739431.213302
2017-02-15,745780.355084,2017,2,15,2,0,642613.187069,783605.377185
2017-02-16,645968.2570671,2017,2,16,3,0,745780.355084,624387.487899
